temp,prec,wind,demand,j
55.7,7.97,2.49,174,2
55.7,7.97,2.49,199,6
55.7,7.97,2.49,201,1
55.7,7.97,2.49,208,5
55.7,7.97,2.49,238,8
55.7,7.97,2.49,248,9
55.7,14.58,1.1,132,7
55.7,14.58,1.1,144,3
55.7,14.58,1.1,159,4
55.7,14.58,1.1,167,10
55.7,14.58,1.1,179,2
55.7,14.58,1.1,202,6
55.7,14.58,1.1,203,1
55.7,14.58,1.1,214,5
55.7,14.58,1.1,243,8
55.7,14.58,1.1,255,9
55.8,15.01,1.27,133,7
55.8,15.01,1.27,145,3
55.8,15.01,1.27,149,4
55.8,15.01,1.27,168,2
55.8,15.01,1.27,174,10
55.8,15.01,1.27,201,6
55.8,15.01,1.27,204,1
55.8,15.01,1.27,217,5
55.8,15.01,1.27,243,8
55.8,15.01,1.27,258,9
55.8,17.64,0.18,137,7
55.8,17.64,0.18,147,3
55.8,17.64,0.18,160,4
55.8,17.64,0.18,173,2
55.8,17.64,0.18,174,10
55.8,17.64,0.18,201,6
55.8,17.64,0.18,212,1
55.8,17.64,0.18,217,5
55.8,17.64,0.18,246,8
55.8,17.64,0.18,262,9
55.9,58.68,2.57,99,7
55.9,58.68,2.57,108,3
55.9,58.68,2.57,116,4
55.9,58.68,2.57,123,2
55.9,58.68,2.57,125,10
55.9,58.68,2.57,144,1
55.9,58.68,2.57,144,6
55.9,58.68,2.57,149,5
55.9,58.68,2.57,175,8
55.9,58.68,2.57,186,9
56.3,1.69,4.31,123,7
56.3,1.69,4.31,136,3
56.3,1.69,4.31,146,4
56.3,1.69,4.31,157,10
56.3,1.69,4.31,161,2
56.3,1.69,4.31,189,1
56.3,1.69,4.31,192,6
56.3,1.69,4.31,199,5
56.3,1.69,4.31,227,8
56.3,1.69,4.31,236,9
56.4,29.66,2.6,113,7
56.4,29.66,2.6,124,3
56.4,29.66,2.6,135,4
56.4,29.66,2.6,147,2
56.4,29.66,2.6,147,10
56.4,29.66,2.6,175,6
56.4,29.66,2.6,180,1
56.4,29.66,2.6,187,5
56.4,29.66,2.6,207,8
56.4,29.66,2.6,219,9
56.6,59.21,3.16,97,7
56.6,59.21,3.16,101,3
56.6,59.21,3.16,110,4
56.6,59.21,3.16,117,10
56.6,59.21,3.16,127,2
56.6,59.21,3.16,139,6
56.6,59.21,3.16,141,1
56.6,59.21,3.16,146,5
56.6,59.21,3.16,166,8
56.6,59.21,3.16,176,9
56.7,5.55,4.24,121,7
56.7,5.55,4.24,139,3
56.7,5.55,4.24,145,4
56.7,5.55,4.24,153,10
56.7,5.55,4.24,159,2
56.7,5.55,4.24,185,6
56.7,5.55,4.24,188,1
56.7,5.55,4.24,203,5
56.7,5.55,4.24,221,8
56.7,5.55,4.24,243,9
56.8,3.28,3.12,129,7
56.8,3.28,3.12,145,3
56.8,3.28,3.12,156,4
56.8,3.28,3.12,166,2
56.8,3.28,3.12,168,10
56.8,3.28,3.12,197,6
56.8,3.28,3.12,205,1
56.8,3.28,3.12,206,5
56.8,3.28,3.12,237,8
56.8,3.28,3.12,259,9
56.8,59.17,4.12,96,7
56.8,59.17,4.12,103,3
56.8,59.17,4.12,107,4
56.8,59.17,4.12,116,10
56.8,59.17,4.12,120,2
56.8,59.17,4.12,132,6
56.8,59.17,4.12,142,1
56.8,59.17,4.12,146,5
56.8,59.17,4.12,167,8
56.8,59.17,4.12,169,9
56.9,19.51,2.48,125,7
56.9,19.51,2.48,139,3
56.9,19.51,2.48,147,4
56.9,19.51,2.48,154,10
56.9,19.51,2.48,159,2
56.9,19.51,2.48,187,6
56.9,19.51,2.48,192,1
56.9,19.51,2.48,197,5
56.9,19.51,2.48,229,8
56.9,19.51,2.48,240,9
57,0.74,3.75,128,7
57,0.74,3.75,144,3
57,0.74,3.75,152,4
57,0.74,3.75,165,2
57,0.74,3.75,165,10
57,0.74,3.75,197,6
57,0.74,3.75,199,1
57,0.74,3.75,205,5
57,0.74,3.75,235,8
57,0.74,3.75,246,9
57.2,23.9,4.4,117,7
57.2,23.9,4.4,118,3
57.2,23.9,4.4,126,4
57.2,23.9,4.4,145,10
57.2,23.9,4.4,148,2
57.2,23.9,4.4,164,6
57.2,23.9,4.4,168,1
57.2,23.9,4.4,179,5
57.2,23.9,4.4,197,8
57.2,23.9,4.4,214,9
57.2,44.66,0.61,115,7
57.2,44.66,0.61,129,3
57.2,44.66,0.61,138,4
57.2,44.66,0.61,149,2
57.2,44.66,0.61,152,10
57.2,44.66,0.61,175,1
57.2,44.66,0.61,177,6
57.2,44.66,0.61,184,5
57.2,44.66,0.61,206,8
57.2,44.66,0.61,227,9
57.5,53.73,2,99,7
57.5,53.73,2,113,4
57.5,53.73,2,119,3
57.5,53.73,2,133,10
57.5,53.73,2,137,2
57.5,53.73,2,155,1
57.5,53.73,2,155,6
57.5,53.73,2,170,5
57.5,53.73,2,182,8
57.5,53.73,2,196,9
57.6,7.29,3.9,131,7
57.6,7.29,3.9,140,3
57.6,7.29,3.9,144,4
57.6,7.29,3.9,159,2
57.6,7.29,3.9,162,10
57.6,7.29,3.9,181,6
57.6,7.29,3.9,194,1
57.6,7.29,3.9,203,5
57.6,7.29,3.9,229,8
57.6,7.29,3.9,238,9
57.6,44.33,0.14,124,7
57.6,44.33,0.14,133,3
57.6,44.33,0.14,135,4
57.6,44.33,0.14,151,2
57.6,44.33,0.14,153,10
57.6,44.33,0.14,179,6
57.6,44.33,0.14,183,1
57.6,44.33,0.14,194,5
57.6,44.33,0.14,214,8
57.6,44.33,0.14,227,9
57.7,46.3,4.76,92,7
57.7,46.3,4.76,109,4
57.7,46.3,4.76,111,3
57.7,46.3,4.76,117,10
57.7,46.3,4.76,123,2
57.7,46.3,4.76,141,6
57.7,46.3,4.76,142,1
57.7,46.3,4.76,158,5
57.7,46.3,4.76,175,8
57.7,46.3,4.76,189,9
57.7,57.77,4.28,92,7
57.7,57.77,4.28,102,4
57.7,57.77,4.28,104,3
57.7,57.77,4.28,115,10
57.7,57.77,4.28,119,2
57.7,57.77,4.28,131,6
57.7,57.77,4.28,136,1
57.7,57.77,4.28,143,5
57.7,57.77,4.28,162,8
57.7,57.77,4.28,176,9
58.1,15.9,4.16,117,7
58.1,15.9,4.16,129,3
58.1,15.9,4.16,133,4
58.1,15.9,4.16,155,10
58.1,15.9,4.16,156,2
58.1,15.9,4.16,172,6
58.1,15.9,4.16,182,1
58.1,15.9,4.16,190,5
58.1,15.9,4.16,217,8
58.1,15.9,4.16,233,9
58.2,55.79,3.98,90,7
58.2,55.79,3.98,100,3
58.2,55.79,3.98,105,4
58.2,55.79,3.98,114,10
58.2,55.79,3.98,116,2
58.2,55.79,3.98,136,6
58.2,55.79,3.98,144,1
58.2,55.79,3.98,155,5
58.2,55.79,3.98,164,8
58.2,55.79,3.98,175,9
58.3,19.39,2.3,131,7
58.3,19.39,2.3,137,3
58.3,19.39,2.3,145,4
58.3,19.39,2.3,159,10
58.3,19.39,2.3,169,2
58.3,19.39,2.3,186,6
58.3,19.39,2.3,198,1
58.3,19.39,2.3,203,5
58.3,19.39,2.3,228,8
58.3,19.39,2.3,240,9
58.4,22.83,1.49,127,7
58.4,22.83,1.49,142,3
58.4,22.83,1.49,150,4
58.4,22.83,1.49,159,10
58.4,22.83,1.49,162,2
58.4,22.83,1.49,190,6
58.4,22.83,1.49,200,1
58.4,22.83,1.49,204,5
58.4,22.83,1.49,232,8
58.4,22.83,1.49,249,9
58.4,32.28,4.09,110,7
58.4,32.28,4.09,119,4
58.4,32.28,4.09,123,3
58.4,32.28,4.09,132,10
58.4,32.28,4.09,135,2
58.4,32.28,4.09,164,6
58.4,32.28,4.09,167,1
58.4,32.28,4.09,173,5
58.4,32.28,4.09,192,8
58.4,32.28,4.09,213,9
58.5,3.91,0.41,155,7
58.5,3.91,0.41,166,3
58.5,3.91,0.41,175,4
58.5,3.91,0.41,191,10
58.5,3.91,0.41,193,2
58.5,3.91,0.41,224,6
58.5,3.91,0.41,229,1
58.5,3.91,0.41,234,5
58.5,3.91,0.41,267,8
58.5,3.91,0.41,288,9
58.5,4.94,4.91,120,7
58.5,4.94,4.91,129,3
58.5,4.94,4.91,143,4
58.5,4.94,4.91,155,2
58.5,4.94,4.91,155,10
58.5,4.94,4.91,181,6
58.5,4.94,4.91,182,1
58.5,4.94,4.91,195,5
58.5,4.94,4.91,220,8
58.5,4.94,4.91,237,9
58.5,19.76,3.52,121,7
58.5,19.76,3.52,129,3
58.5,19.76,3.52,139,4
58.5,19.76,3.52,151,10
58.5,19.76,3.52,152,2
58.5,19.76,3.52,181,6
58.5,19.76,3.52,184,1
58.5,19.76,3.52,187,5
58.5,19.76,3.52,215,8
58.5,19.76,3.52,228,9
58.8,12.15,3.25,127,7
58.8,12.15,3.25,138,3
58.8,12.15,3.25,141,4
58.8,12.15,3.25,160,10
58.8,12.15,3.25,161,2
58.8,12.15,3.25,185,6
58.8,12.15,3.25,197,1
58.8,12.15,3.25,207,5
58.8,12.15,3.25,233,8
58.8,12.15,3.25,244,9
58.8,16.06,3.1,121,7
58.8,16.06,3.1,133,3
58.8,16.06,3.1,144,4
58.8,16.06,3.1,159,2
58.8,16.06,3.1,160,10
58.8,16.06,3.1,182,6
58.8,16.06,3.1,197,1
58.8,16.06,3.1,201,5
58.8,16.06,3.1,223,8
58.8,16.06,3.1,240,9
58.8,31.21,3.83,114,7
58.8,31.21,3.83,120,3
58.8,31.21,3.83,129,4
58.8,31.21,3.83,144,10
58.8,31.21,3.83,147,2
58.8,31.21,3.83,164,6
58.8,31.21,3.83,171,1
58.8,31.21,3.83,172,5
58.8,31.21,3.83,202,8
58.8,31.21,3.83,209,9
58.8,40.38,3.53,107,7
58.8,40.38,3.53,114,3
58.8,40.38,3.53,121,4
58.8,40.38,3.53,130,10
58.8,40.38,3.53,133,2
58.8,40.38,3.53,160,6
58.8,40.38,3.53,161,1
58.8,40.38,3.53,168,5
58.8,40.38,3.53,195,8
58.8,40.38,3.53,204,9
58.9,57.05,1.99,103,7
58.9,57.05,1.99,108,3
58.9,57.05,1.99,113,4
58.9,57.05,1.99,129,10
58.9,57.05,1.99,133,2
58.9,57.05,1.99,147,6
58.9,57.05,1.99,156,1
58.9,57.05,1.99,166,5
58.9,57.05,1.99,180,8
58.9,57.05,1.99,198,9
59.2,3.97,1.09,149,7
59.2,3.97,1.09,158,3
59.2,3.97,1.09,169,4
59.2,3.97,1.09,186,10
59.2,3.97,1.09,188,2
59.2,3.97,1.09,212,6
59.2,3.97,1.09,219,1
59.2,3.97,1.09,230,5
59.2,3.97,1.09,263,8
59.2,3.97,1.09,278,9
59.2,33.32,2.01,122,7
59.2,33.32,2.01,131,3
59.2,33.32,2.01,138,4
59.2,33.32,2.01,151,2
59.2,33.32,2.01,151,10
59.2,33.32,2.01,172,6
59.2,33.32,2.01,187,1
59.2,33.32,2.01,191,5
59.2,33.32,2.01,220,8
59.2,33.32,2.01,226,9
59.2,51.14,3.31,96,7
59.2,51.14,3.31,114,4
59.2,51.14,3.31,116,3
59.2,51.14,3.31,124,10
59.2,51.14,3.31,132,2
59.2,51.14,3.31,145,6
59.2,51.14,3.31,158,1
59.2,51.14,3.31,161,5
59.2,51.14,3.31,179,8
59.2,51.14,3.31,197,9
59.3,7.28,1.34,139,7
59.3,7.28,1.34,158,3
59.3,7.28,1.34,162,4
59.3,7.28,1.34,177,10
59.3,7.28,1.34,182,2
59.3,7.28,1.34,215,6
59.3,7.28,1.34,221,1
59.3,7.28,1.34,225,5
59.3,7.28,1.34,254,8
59.3,7.28,1.34,277,9
59.3,37.24,3.58,113,7
59.3,37.24,3.58,120,3
59.3,37.24,3.58,129,4
59.3,37.24,3.58,133,10
59.3,37.24,3.58,137,2
59.3,37.24,3.58,166,6
59.3,37.24,3.58,172,1
59.3,37.24,3.58,174,5
59.3,37.24,3.58,199,8
59.3,37.24,3.58,209,9
59.4,34.82,1.21,124,7
59.4,34.82,1.21,139,3
59.4,34.82,1.21,145,4
59.4,34.82,1.21,159,10
59.4,34.82,1.21,160,2
59.4,34.82,1.21,186,6
59.4,34.82,1.21,190,1
59.4,34.82,1.21,198,5
59.4,34.82,1.21,216,8
59.4,34.82,1.21,233,9
59.4,35.02,4.86,101,7
59.4,35.02,4.86,113,3
59.4,35.02,4.86,121,4
59.4,35.02,4.86,132,10
59.4,35.02,4.86,134,2
59.4,35.02,4.86,158,6
59.4,35.02,4.86,160,1
59.4,35.02,4.86,169,5
59.4,35.02,4.86,188,8
59.4,35.02,4.86,203,9
59.5,11.22,3.27,127,7
59.5,11.22,3.27,143,3
59.5,11.22,3.27,145,4
59.5,11.22,3.27,157,10
59.5,11.22,3.27,165,2
59.5,11.22,3.27,195,6
59.5,11.22,3.27,198,1
59.5,11.22,3.27,202,5
59.5,11.22,3.27,231,8
59.5,11.22,3.27,243,9
59.5,41.86,2.72,115,7
59.5,41.86,2.72,125,3
59.5,41.86,2.72,125,4
59.5,41.86,2.72,134,10
59.5,41.86,2.72,144,2
59.5,41.86,2.72,163,6
59.5,41.86,2.72,169,1
59.5,41.86,2.72,174,5
59.5,41.86,2.72,196,8
59.5,41.86,2.72,207,9
59.7,14.58,2.73,133,7
59.7,14.58,2.73,141,3
59.7,14.58,2.73,149,4
59.7,14.58,2.73,160,10
59.7,14.58,2.73,161,2
59.7,14.58,2.73,195,1
59.7,14.58,2.73,195,6
59.7,14.58,2.73,202,5
59.7,14.58,2.73,228,8
59.7,14.58,2.73,250,9
59.7,30.03,3.6,113,7
59.7,30.03,3.6,123,3
59.7,30.03,3.6,134,4
59.7,30.03,3.6,140,10
59.7,30.03,3.6,143,2
59.7,30.03,3.6,173,6
59.7,30.03,3.6,176,1
59.7,30.03,3.6,183,5
59.7,30.03,3.6,204,8
59.7,30.03,3.6,218,9
59.8,23.03,3.29,117,7
59.8,23.03,3.29,131,3
59.8,23.03,3.29,135,4
59.8,23.03,3.29,155,10
59.8,23.03,3.29,156,2
59.8,23.03,3.29,180,6
59.8,23.03,3.29,189,1
59.8,23.03,3.29,189,5
59.8,23.03,3.29,221,8
59.8,23.03,3.29,229,9
59.9,15.99,4.25,123,7
59.9,15.99,4.25,128,3
59.9,15.99,4.25,135,4
59.9,15.99,4.25,154,10
59.9,15.99,4.25,156,2
59.9,15.99,4.25,177,6
59.9,15.99,4.25,178,1
59.9,15.99,4.25,194,5
59.9,15.99,4.25,218,8
59.9,15.99,4.25,224,9
60,18.82,0.59,137,7
60,18.82,0.59,153,3
60,18.82,0.59,153,4
60,18.82,0.59,169,10
60,18.82,0.59,179,2
60,18.82,0.59,208,1
60,18.82,0.59,211,6
60,18.82,0.59,225,5
60,18.82,0.59,254,8
60,18.82,0.59,268,9
60,35.87,0.18,126,7
60,35.87,0.18,142,3
60,35.87,0.18,151,4
60,35.87,0.18,159,10
60,35.87,0.18,162,2
60,35.87,0.18,192,6
60,35.87,0.18,200,1
60,35.87,0.18,200,5
60,35.87,0.18,230,8
60,35.87,0.18,243,9
60.4,18.54,1.8,130,7
60.4,18.54,1.8,144,3
60.4,18.54,1.8,152,4
60.4,18.54,1.8,165,2
60.4,18.54,1.8,167,10
60.4,18.54,1.8,192,6
60.4,18.54,1.8,206,1
60.4,18.54,1.8,211,5
60.4,18.54,1.8,236,8
60.4,18.54,1.8,252,9
60.4,18.66,2.87,128,7
60.4,18.66,2.87,140,3
60.4,18.66,2.87,141,4
60.4,18.66,2.87,154,10
60.4,18.66,2.87,165,2
60.4,18.66,2.87,185,6
60.4,18.66,2.87,197,1
60.4,18.66,2.87,204,5
60.4,18.66,2.87,230,8
60.4,18.66,2.87,247,9
60.4,32.87,0.14,126,7
60.4,32.87,0.14,144,3
60.4,32.87,0.14,146,4
60.4,32.87,0.14,162,10
60.4,32.87,0.14,171,2
60.4,32.87,0.14,198,1
60.4,32.87,0.14,198,6
60.4,32.87,0.14,211,5
60.4,32.87,0.14,232,8
60.4,32.87,0.14,255,9
60.5,50.27,2.52,104,7
60.5,50.27,2.52,115,3
60.5,50.27,2.52,116,4
60.5,50.27,2.52,138,10
60.5,50.27,2.52,139,2
60.5,50.27,2.52,160,6
60.5,50.27,2.52,166,1
60.5,50.27,2.52,166,5
60.5,50.27,2.52,191,8
60.5,50.27,2.52,203,9
60.6,13.07,3.13,124,7
60.6,13.07,3.13,145,3
60.6,13.07,3.13,150,4
60.6,13.07,3.13,162,10
60.6,13.07,3.13,170,2
60.6,13.07,3.13,187,6
60.6,13.07,3.13,196,1
60.6,13.07,3.13,202,5
60.6,13.07,3.13,230,8
60.6,13.07,3.13,248,9
60.6,37.9,1.76,119,7
60.6,37.9,1.76,127,3
60.6,37.9,1.76,131,4
60.6,37.9,1.76,145,10
60.6,37.9,1.76,157,2
60.6,37.9,1.76,179,6
60.6,37.9,1.76,184,1
60.6,37.9,1.76,190,5
60.6,37.9,1.76,209,8
60.6,37.9,1.76,231,9
60.7,18.54,1.38,138,7
60.7,18.54,1.38,152,3
60.7,18.54,1.38,152,4
60.7,18.54,1.38,175,10
60.7,18.54,1.38,178,2
60.7,18.54,1.38,198,6
60.7,18.54,1.38,206,1
60.7,18.54,1.38,213,5
60.7,18.54,1.38,238,8
60.7,18.54,1.38,261,9
60.8,15.84,4.85,114,7
60.8,15.84,4.85,130,3
60.8,15.84,4.85,134,4
60.8,15.84,4.85,150,10
60.8,15.84,4.85,152,2
60.8,15.84,4.85,168,6
60.8,15.84,4.85,176,1
60.8,15.84,4.85,184,5
60.8,15.84,4.85,206,8
60.8,15.84,4.85,220,9
60.9,8.83,3.01,133,7
60.9,8.83,3.01,150,3
60.9,8.83,3.01,156,4
60.9,8.83,3.01,164,10
60.9,8.83,3.01,175,2
60.9,8.83,3.01,192,6
60.9,8.83,3.01,205,1
60.9,8.83,3.01,209,5
60.9,8.83,3.01,236,8
60.9,8.83,3.01,259,9
60.9,52.76,3.81,98,7
60.9,52.76,3.81,104,3
60.9,52.76,3.81,114,4
60.9,52.76,3.81,120,10
60.9,52.76,3.81,128,2
60.9,52.76,3.81,147,1
60.9,52.76,3.81,151,6
60.9,52.76,3.81,160,5
60.9,52.76,3.81,182,8
60.9,52.76,3.81,190,9
61,9.62,2.81,134,7
61,9.62,2.81,146,3
61,9.62,2.81,154,4
61,9.62,2.81,165,10
61,9.62,2.81,168,2
61,9.62,2.81,202,6
61,9.62,2.81,205,1
61,9.62,2.81,217,5
61,9.62,2.81,239,8
61,9.62,2.81,253,9
61,55.64,3.11,98,7
61,55.64,3.11,108,3
61,55.64,3.11,115,4
61,55.64,3.11,125,10
61,55.64,3.11,130,2
61,55.64,3.11,150,6
61,55.64,3.11,158,1
61,55.64,3.11,159,5
61,55.64,3.11,176,8
61,55.64,3.11,188,9
61.2,19.02,0.48,144,7
61.2,19.02,0.48,155,4
61.2,19.02,0.48,158,3
61.2,19.02,0.48,171,10
61.2,19.02,0.48,184,2
61.2,19.02,0.48,206,6
61.2,19.02,0.48,220,1
61.2,19.02,0.48,224,5
61.2,19.02,0.48,249,8
61.2,19.02,0.48,264,9
61.2,20.2,2.7,129,7
61.2,20.2,2.7,143,3
61.2,20.2,2.7,149,4
61.2,20.2,2.7,160,10
61.2,20.2,2.7,168,2
61.2,20.2,2.7,190,1
61.2,20.2,2.7,190,6
61.2,20.2,2.7,196,5
61.2,20.2,2.7,230,8
61.2,20.2,2.7,242,9
61.3,13.55,3.41,132,7
61.3,13.55,3.41,136,3
61.3,13.55,3.41,145,4
61.3,13.55,3.41,156,10
61.3,13.55,3.41,160,2
61.3,13.55,3.41,187,6
61.3,13.55,3.41,196,1
61.3,13.55,3.41,202,5
61.3,13.55,3.41,230,8
61.3,13.55,3.41,249,9
61.4,1.91,1.38,149,7
61.4,1.91,1.38,160,3
61.4,1.91,1.38,165,4
61.4,1.91,1.38,185,10
61.4,1.91,1.38,186,2
61.4,1.91,1.38,216,6
61.4,1.91,1.38,225,1
61.4,1.91,1.38,240,5
61.4,1.91,1.38,262,8
61.4,1.91,1.38,280,9
61.4,50.04,2.89,103,7
61.4,50.04,2.89,115,3
61.4,50.04,2.89,123,4
61.4,50.04,2.89,128,10
61.4,50.04,2.89,134,2
61.4,50.04,2.89,160,6
61.4,50.04,2.89,163,1
61.4,50.04,2.89,172,5
61.4,50.04,2.89,190,8
61.4,50.04,2.89,205,9
61.5,3.29,4.41,124,7
61.5,3.29,4.41,145,3
61.5,3.29,4.41,145,4
61.5,3.29,4.41,163,2
61.5,3.29,4.41,165,10
61.5,3.29,4.41,192,6
61.5,3.29,4.41,195,1
61.5,3.29,4.41,199,5
61.5,3.29,4.41,228,8
61.5,3.29,4.41,245,9
61.5,35.31,0.13,130,7
61.5,35.31,0.13,145,3
61.5,35.31,0.13,152,4
61.5,35.31,0.13,159,10
61.5,35.31,0.13,171,2
61.5,35.31,0.13,194,6
61.5,35.31,0.13,203,1
61.5,35.31,0.13,209,5
61.5,35.31,0.13,234,8
61.5,35.31,0.13,252,9
61.6,21,4.33,113,7
61.6,21,4.33,130,4
61.6,21,4.33,133,3
61.6,21,4.33,146,10
61.6,21,4.33,150,2
61.6,21,4.33,172,6
61.6,21,4.33,174,1
61.6,21,4.33,186,5
61.6,21,4.33,212,8
61.6,21,4.33,221,9
61.6,59.54,3.26,95,7
61.6,59.54,3.26,106,3
61.6,59.54,3.26,107,4
61.6,59.54,3.26,123,10
61.6,59.54,3.26,126,2
61.6,59.54,3.26,140,6
61.6,59.54,3.26,143,1
61.6,59.54,3.26,153,5
61.6,59.54,3.26,174,8
61.6,59.54,3.26,183,9
61.7,31.02,2.95,123,7
61.7,31.02,2.95,130,4
61.7,31.02,2.95,135,3
61.7,31.02,2.95,151,10
61.7,31.02,2.95,156,2
61.7,31.02,2.95,170,6
61.7,31.02,2.95,177,1
61.7,31.02,2.95,191,5
61.7,31.02,2.95,210,8
61.7,31.02,2.95,228,9
61.7,55.54,0,117,7
61.7,55.54,0,122,3
61.7,55.54,0,134,4
61.7,55.54,0,149,2
61.7,55.54,0,149,10
61.7,55.54,0,171,6
61.7,55.54,0,177,1
61.7,55.54,0,186,5
61.7,55.54,0,209,8
61.7,55.54,0,220,9
61.8,15.87,1.13,138,7
61.8,15.87,1.13,155,3
61.8,15.87,1.13,157,4
61.8,15.87,1.13,174,10
61.8,15.87,1.13,180,2
61.8,15.87,1.13,205,6
61.8,15.87,1.13,210,1
61.8,15.87,1.13,223,5
61.8,15.87,1.13,252,8
61.8,15.87,1.13,269,9
61.9,10.61,1.01,149,7
61.9,10.61,1.01,157,3
61.9,10.61,1.01,161,4
61.9,10.61,1.01,185,10
61.9,10.61,1.01,190,2
61.9,10.61,1.01,211,6
61.9,10.61,1.01,222,1
61.9,10.61,1.01,225,5
61.9,10.61,1.01,255,8
61.9,10.61,1.01,276,9
61.9,29.05,2.96,125,7
61.9,29.05,2.96,132,4
61.9,29.05,2.96,136,3
61.9,29.05,2.96,149,10
61.9,29.05,2.96,152,2
61.9,29.05,2.96,177,6
61.9,29.05,2.96,187,1
61.9,29.05,2.96,192,5
61.9,29.05,2.96,213,8
61.9,29.05,2.96,229,9
61.9,59.51,0.51,109,7
61.9,59.51,0.51,119,4
61.9,59.51,0.51,124,3
61.9,59.51,0.51,139,2
61.9,59.51,0.51,139,10
61.9,59.51,0.51,162,1
61.9,59.51,0.51,167,6
61.9,59.51,0.51,173,5
61.9,59.51,0.51,199,8
61.9,59.51,0.51,211,9
62,28.46,4.32,115,7
62,28.46,4.32,124,4
62,28.46,4.32,129,3
62,28.46,4.32,142,10
62,28.46,4.32,149,2
62,28.46,4.32,170,6
62,28.46,4.32,172,1
62,28.46,4.32,184,5
62,28.46,4.32,204,8
62,28.46,4.32,217,9
62.3,40.4,3.32,106,7
62.3,40.4,3.32,123,3
62.3,40.4,3.32,123,4
62.3,40.4,3.32,133,10
62.3,40.4,3.32,136,2
62.3,40.4,3.32,159,6
62.3,40.4,3.32,170,1
62.3,40.4,3.32,176,5
62.3,40.4,3.32,200,8
62.3,40.4,3.32,208,9
62.3,59.39,3.14,101,7
62.3,59.39,3.14,110,3
62.3,59.39,3.14,112,4
62.3,59.39,3.14,122,2
62.3,59.39,3.14,127,10
62.3,59.39,3.14,148,6
62.3,59.39,3.14,155,1
62.3,59.39,3.14,157,5
62.3,59.39,3.14,177,8
62.3,59.39,3.14,186,9
62.5,26.25,0.51,141,7
62.5,26.25,0.51,150,3
62.5,26.25,0.51,157,4
62.5,26.25,0.51,168,10
62.5,26.25,0.51,179,2
62.5,26.25,0.51,198,6
62.5,26.25,0.51,207,1
62.5,26.25,0.51,218,5
62.5,26.25,0.51,241,8
62.5,26.25,0.51,259,9
62.7,24.78,1.61,130,7
62.7,24.78,1.61,146,4
62.7,24.78,1.61,149,3
62.7,24.78,1.61,161,10
62.7,24.78,1.61,167,2
62.7,24.78,1.61,197,1
62.7,24.78,1.61,199,6
62.7,24.78,1.61,206,5
62.7,24.78,1.61,237,8
62.7,24.78,1.61,249,9
62.7,37.23,4.06,113,7
62.7,37.23,4.06,119,3
62.7,37.23,4.06,129,4
62.7,37.23,4.06,136,10
62.7,37.23,4.06,138,2
62.7,37.23,4.06,165,6
62.7,37.23,4.06,168,1
62.7,37.23,4.06,174,5
62.7,37.23,4.06,199,8
62.7,37.23,4.06,208,9
62.9,37.72,4.49,110,7
62.9,37.72,4.49,120,3
62.9,37.72,4.49,125,4
62.9,37.72,4.49,134,2
62.9,37.72,4.49,134,10
62.9,37.72,4.49,153,6
62.9,37.72,4.49,161,1
62.9,37.72,4.49,171,5
62.9,37.72,4.49,186,8
62.9,37.72,4.49,204,9
63.1,12.13,1.82,135,7
63.1,12.13,1.82,157,3
63.1,12.13,1.82,162,4
63.1,12.13,1.82,174,2
63.1,12.13,1.82,177,10
63.1,12.13,1.82,204,6
63.1,12.13,1.82,214,1
63.1,12.13,1.82,220,5
63.1,12.13,1.82,251,8
63.1,12.13,1.82,271,9
63.2,11.55,2.25,137,7
63.2,11.55,2.25,151,4
63.2,11.55,2.25,156,3
63.2,11.55,2.25,172,10
63.2,11.55,2.25,174,2
63.2,11.55,2.25,199,6
63.2,11.55,2.25,215,1
63.2,11.55,2.25,217,5
63.2,11.55,2.25,244,8
63.2,11.55,2.25,260,9
63.2,38.09,1.46,121,7
63.2,38.09,1.46,137,3
63.2,38.09,1.46,139,4
63.2,38.09,1.46,149,10
63.2,38.09,1.46,157,2
63.2,38.09,1.46,179,6
63.2,38.09,1.46,184,1
63.2,38.09,1.46,195,5
63.2,38.09,1.46,218,8
63.2,38.09,1.46,234,9
63.3,46.08,3.59,111,7
63.3,46.08,3.59,113,3
63.3,46.08,3.59,116,4
63.3,46.08,3.59,130,10
63.3,46.08,3.59,134,2
63.3,46.08,3.59,157,6
63.3,46.08,3.59,166,1
63.3,46.08,3.59,166,5
63.3,46.08,3.59,194,8
63.3,46.08,3.59,201,9
63.5,28.82,3.66,120,7
63.5,28.82,3.66,132,3
63.5,28.82,3.66,135,4
63.5,28.82,3.66,148,2
63.5,28.82,3.66,149,10
63.5,28.82,3.66,174,6
63.5,28.82,3.66,175,1
63.5,28.82,3.66,186,5
63.5,28.82,3.66,205,8
63.5,28.82,3.66,229,9
63.7,38.07,0.7,121,7
63.7,38.07,0.7,141,3
63.7,38.07,0.7,149,4
63.7,38.07,0.7,160,2
63.7,38.07,0.7,160,10
63.7,38.07,0.7,192,6
63.7,38.07,0.7,193,1
63.7,38.07,0.7,196,5
63.7,38.07,0.7,231,8
63.7,38.07,0.7,239,9
63.7,38.1,1.13,121,7
63.7,38.1,1.13,132,3
63.7,38.1,1.13,137,4
63.7,38.1,1.13,155,2
63.7,38.1,1.13,161,10
63.7,38.1,1.13,188,6
63.7,38.1,1.13,191,1
63.7,38.1,1.13,200,5
63.7,38.1,1.13,222,8
